,path,date,category,FOV,sample,roin,label,iter,left_bgd,right_bgd,ratio_bgd,sigma_bgd,left_width,right_width
364,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo2\process2\vesicle\roi19.txt,2022-10-26,vesicle,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo2,22,19,std_dose,,0.005628372804140427,0.008187975186028193,1.454767740332487,0.012517597339027887,3.5322038318645452,1.8135805041684996
365,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo2\process2\vesicle\roi2.txt,2022-10-26,vesicle,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo2,22,2,std_dose,,0.03312724639685638,0.04310764604544104,1.3012746525630863,0.06762247581067282,2.289611787718131,1.806976630175091
366,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo2\process2\vesicle\roi20.txt,2022-10-26,vesicle,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo2,22,20,std_dose,,0.004880540888683581,0.006795922211908854,1.392452674183395,0.0074742242737687314,3.532230067546422,2.2401811138664516
367,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo2\process2\vesicle\roi3.txt,2022-10-26,vesicle,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo2,22,3,std_dose,,0.034548405037776675,0.039426882756254805,1.1412070315009852,0.05151969228558584,2.2062118324538345,1.2185273405155423
368,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo2\process2\vesicle\roi4.txt,2022-10-26,vesicle,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo2,22,4,std_dose,,0.02408311229032875,0.02485242379254618,1.0319440233863115,0.02865533969017428,3.532229898076692,1.6940454929900979
369,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo2\process2\vesicle\roi5.txt,2022-10-26,vesicle,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo2,22,5,std_dose,,0.015189676681586023,0.02113803264582753,1.3916051729693837,0.03964451882836639,3.5322300675463567,1.9925897889954987
370,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo2\process2\vesicle\roi6.txt,2022-10-26,vesicle,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo2,22,6,std_dose,,0.011662066435872281,0.016878988625728744,1.4473411482041738,0.023241752310094024,3.532230067545928,2.20896756946297
371,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo2\process2\vesicle\roi7.txt,2022-10-26,vesicle,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo2,22,7,std_dose,,0.017401019938134657,0.023791631234822988,1.367254983869261,0.041946120031971706,3.5321698342923686,2.156154731416509
372,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo2\process2\vesicle\roi8.txt,2022-10-26,vesicle,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo2,22,8,std_dose,,0.023970594746530738,0.028850447031056548,1.203576604424138,0.04653556247562443,3.0885940281047675,1.7164085239359497
373,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo2\process2\vesicle\roi9.txt,2022-10-26,vesicle,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo2,22,9,std_dose,,0.04152831757881026,0.05767056413759414,1.3887045635342672,0.08217324178857505,3.5322300675464233,2.4200432702172487
374,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo1\process1\adult\roi1.txt,2022-10-26,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo1,23,1,std_dose,,0.1069196420795393,0.0637846637048693,0.5965663788644076,0.39190725914103675,1.353159076762928,3.5322300675464233
375,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo1\process1\adult\roi2.txt,2022-10-26,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo1,23,2,std_dose,,0.11014788539101777,0.0691778060330493,0.6280447943914004,0.36166387851010096,1.404818082310076,3.5322300675464233
376,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo1\process1\adult\roi3(1).txt,2022-10-26,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo1,23,,std_dose,,0.3980142515509903,0.2535405747123224,0.637013809742541,0.7129690787970008,1.7273946265860243,3.532230024408187
377,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo1\process1\adult\roi3.txt,2022-10-26,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo1,23,3,std_dose,,0.20712253477972964,0.12362529826624558,0.5968703424652388,0.44273505757116083,1.5809593492104523,3.3375219099437134
378,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo1\process1\adult\roi4.txt,2022-10-26,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo1,23,4,std_dose,,0.1973068828903502,0.11499792292291794,0.5828378677839942,0.5746622594829361,1.4122144648285895,3.5104421542612325
379,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo1\process1\adult\roi5.txt,2022-10-26,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo1,23,5,std_dose,,0.1938792951181766,0.10718859244485679,0.5528625033401394,0.46440768076857475,1.368883103917665,3.5322300675159974
380,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo1\process1\adult\roi6.txt,2022-10-26,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo1,23,6,std_dose,,0.1965557335489584,0.1498998071512302,0.7626325848891756,0.5223124603167264,1.8022002309354574,3.3874649102367984
385,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo1\process1\small\roi1.txt,2022-10-26,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo1,23,1,std_dose,,0.02435336494448395,0.022247047899717903,0.9135102254013924,0.07106978755717008,1.8861588788528743,1.4545750564983968
386,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo1\process1\small\roi10.txt,2022-10-26,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo1,23,10,std_dose,,0.10781037785022513,0.06735108059560224,0.6247179718558198,0.281132515130208,1.4542896760770103,3.532229977812213
387,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo1\process1\small\roi11.txt,2022-10-26,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo1,23,11,std_dose,,0.1463841861777146,0.11619606848955943,0.7937747343042512,0.20232412112655285,1.5365946318665304,2.408394074899744
388,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo1\process1\small\roi12.txt,2022-10-26,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo1,23,12,std_dose,,0.3134579262503864,0.2376805036148908,0.7582532892310226,0.3256242692628418,1.5460423175637743,2.4385437042744065
389,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo1\process1\small\roi13.txt,2022-10-26,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo1,23,13,std_dose,,0.18476947421238504,0.11858494399508657,0.6417994341358463,0.31007413075937695,1.2684438284788524,2.6970920536347234
390,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo1\process1\small\roi14.txt,2022-10-26,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo1,23,14,std_dose,,0.1992678699724687,0.14934176499367224,0.7494523076615696,0.2601712556529261,1.735079100305422,2.6486811791684906
391,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo1\process1\small\roi2.txt,2022-10-26,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo1,23,2,std_dose,,0.025730547197822667,0.024181861720546705,0.9398114052775756,0.05926582431055108,3.532196546098677,3.1872441541280554
392,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo1\process1\small\roi3.txt,2022-10-26,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo1,23,3,std_dose,,0.1149379669443728,0.08419936357179103,0.7325635367514504,0.3911071149479324,1.615448326782907,3.5322300448219104
393,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo1\process1\small\roi4.txt,2022-10-26,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo1,23,4,std_dose,,0.11438057598368845,0.09263448327795865,0.8098794964205202,0.33006918614443914,1.6710555891544994,3.5322291993085524
394,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo1\process1\small\roi5.txt,2022-10-26,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo1,23,5,std_dose,,0.1446392089460189,0.09959442607874552,0.6885714240591247,0.3919642794904975,1.5076956993818997,3.532230067512058
395,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo1\process1\small\roi6.txt,2022-10-26,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo1,23,6,std_dose,,0.12724202426833742,0.13119384858523958,1.0310575404598112,0.20626549243740255,1.969195215026127,3.5322300675398477
396,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo1\process1\small\roi7.txt,2022-10-26,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo1,23,7,std_dose,,0.3353849761368023,0.3707555295546885,1.1054625458340706,0.2352161026598718,1.7529052591067444,1.9767950356039252
397,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo1\process1\small\roi8.txt,2022-10-26,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo1,23,8,std_dose,,0.0722543727433494,0.05778916188033917,0.7998015855124607,0.19709202183663044,2.188072790309161,2.528052807626364
398,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo1\process1\small\roi9.txt,2022-10-26,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo1,23,9,std_dose,,0.174883582646991,0.1938067300498174,1.1082042528887546,0.2199273160753582,1.6815478948172358,1.973212996265593
399,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo1\process1\vesicle\roi1.txt,2022-10-26,vesicle,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo1,23,1,std_dose,,0.016003620801951127,0.016113376614978567,1.0068581863058177,0.03044011333001609,3.532230011799795,2.428087257832819
400,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo1\process1\vesicle\roi10.txt,2022-10-26,vesicle,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo1,23,10,std_dose,,0.031815929093251316,0.041841571850062015,1.315113939543488,0.055417167797032485,3.532230067546014,3.1822521793480405
401,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo1\process1\vesicle\roi11.txt,2022-10-26,vesicle,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo1,23,11,std_dose,,0.03904622836210314,0.055671920859147295,1.4257950945444056,0.08019377042567033,3.5322300607584727,3.486943967065146
402,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo1\process1\vesicle\roi12.txt,2022-10-26,vesicle,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo1,23,12,std_dose,,0.013134161681008685,0.012996551081359997,0.9895226963858937,0.02723445421119232,3.5315757231577476,3.532228497965292
403,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo1\process1\vesicle\roi13.txt,2022-10-26,vesicle,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo1,23,13,std_dose,,0.019686659901870074,0.029242016171069612,1.485372141177278,0.03874802088920909,3.5322300674958593,2.851907025441802
404,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo1\process1\vesicle\roi14.txt,2022-10-26,vesicle,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo1,23,14,std_dose,,0.022620988256177865,0.03409980342205843,1.5074409232649533,0.04935318522592003,2.900591806643545,1.9766611408358539
405,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo1\process1\vesicle\roi15.txt,2022-10-26,vesicle,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo1,23,15,std_dose,,0.011139649218332742,0.01120183324549906,1.0055822248930406,0.021527966336398183,3.532230067545616,2.3405267093229387
406,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo1\process1\vesicle\roi16.txt,2022-10-26,vesicle,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo1,23,16,std_dose,,0.008622122739220063,0.01100395734588789,1.2762468917118757,0.016300368624998146,3.532226332339282,2.5493172291907564
407,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo1\process1\vesicle\roi17.txt,2022-10-26,vesicle,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo1,23,17,std_dose,,0.006136363803456842,0.007384631510691672,1.2034213986028068,0.006988151966871921,3.5322300663528736,3.532230030161494
408,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo1\process1\vesicle\roi18.txt,2022-10-26,vesicle,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo1,23,18,std_dose,,0.005073981430099423,0.004962410257157497,0.978011119181463,0.007152410271962999,3.532230067545188,2.502709085048595
409,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo1\process1\vesicle\roi19.txt,2022-10-26,vesicle,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo1,23,19,std_dose,,0.012365950597936368,0.015329534700822003,1.2396567962498735,0.011371064005833764,3.5322300675464233,3.5322300675464233
410,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo1\process1\vesicle\roi2.txt,2022-10-26,vesicle,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo1,23,2,std_dose,,0.04347548818845284,0.03770941037570916,0.8673717523826411,0.06527380110681136,3.26082971254321,2.8482673671756182
411,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo1\process1\vesicle\roi20.txt,2022-10-26,vesicle,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo1,23,20,std_dose,,0.02852247520184864,0.03369749730944879,1.181436641489822,0.050613599829022776,3.5322300675464233,3.532230067509123
412,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo1\process1\vesicle\roi3.txt,2022-10-26,vesicle,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo1,23,3,std_dose,,0.02950035854829669,0.02668814112955531,0.904671754611479,0.04914040527747318,3.5322299534306163,3.5322300675458655
413,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo1\process1\vesicle\roi4.txt,2022-10-26,vesicle,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo1,23,4,std_dose,,0.019474375776450892,0.022943102723906372,1.1781174907618857,0.03624233214057501,2.4418533205973594,3.5322300659712327
414,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo1\process1\vesicle\roi5.txt,2022-10-26,vesicle,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo1,23,5,std_dose,,0.03032010405914143,0.032866563313362934,1.0839858349184575,0.05132593724049905,3.5322300241963873,2.992542079235909
415,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo1\process1\vesicle\roi6.txt,2022-10-26,vesicle,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo1,23,6,std_dose,,0.042625073572237826,0.044642650920215576,1.047333111215832,0.06738671041393834,3.5322300675464233,2.3247097965358106
416,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo1\process1\vesicle\roi7.txt,2022-10-26,vesicle,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo1,23,7,std_dose,,0.03964813778880916,0.049534217657887236,1.2493453771205483,0.08026499447896085,3.532230065879473,1.8189875652008496
417,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo1\process1\vesicle\roi8.txt,2022-10-26,vesicle,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo1,23,8,std_dose,,0.037123948451936506,0.04449899512562028,1.1986600828096738,0.05938480584874306,3.532230066373248,1.9705807623955411
418,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo1\process1\vesicle\roi9.txt,2022-10-26,vesicle,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221026\Alba22_2_72hpf\Escan\Escan_tomo1,23,9,std_dose,,0.025976603176015106,0.032928305642171724,1.2676139916775304,0.03777994420675371,3.5322300675348504,1.535152709499934
419,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba31_3_72hpf\Escan\Escan_tomo12\process\crystals\roi1.txt,2022-10-27,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba31_3_72hpf\Escan\Escan_tomo12,25,1,std_dose,,0.16158606495459987,0.18004943149308744,1.1142633589330562,0.27201383146912667,3.5322300675464184,1.923536787729809
420,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba31_3_72hpf\Escan\Escan_tomo12\process\vesicles\roi1.txt,2022-10-27,vesicle,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba31_3_72hpf\Escan\Escan_tomo12,25,1,std_dose,,0.1001218883483484,0.130387562398015,1.3022882862972476,0.21856569370239098,3.5322300674012426,1.9009965334205556
421,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba31_3_72hpf\Escan\Escan_tomo12\process\vesicles\roi2.txt,2022-10-27,vesicle,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba31_3_72hpf\Escan\Escan_tomo12,25,2,std_dose,,0.08163619957465895,0.1082491758114903,1.3259947961258647,0.18352210640140781,3.532230067546165,1.9398193499974425
422,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba31_3_72hpf\Escan\Escan_tomo12\process\vesicles\roi3.txt,2022-10-27,vesicle,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba31_3_72hpf\Escan\Escan_tomo12,25,3,std_dose,,0.11127729468002928,0.1415146092693479,1.2717294186227663,0.2691148028515133,3.532228043283135,2.13926358676079
423,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba31_3_72hpf\Escan\Escan_tomo12\process\vesicles\roi4.txt,2022-10-27,vesicle,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba31_3_72hpf\Escan\Escan_tomo12,25,4,std_dose,,0.08793886753480673,0.11510367229084228,1.3089055558429106,0.20116159963703656,3.532230067521482,1.9406963985039922
424,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba31_3_72hpf\Escan\Escan_tomo16\process\vesicles\roi1.txt,2022-10-27,vesicle,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba31_3_72hpf\Escan\Escan_tomo16,26,1,std_dose,,0.20525997533825324,0.22034702906078218,1.073502170589598,0.3575544596826363,3.5322300673595124,3.220412407167623
425,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba31_3_72hpf\Escan\Escan_tomo16\process\vesicles\roi10.txt,2022-10-27,vesicle,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba31_3_72hpf\Escan\Escan_tomo16,26,10,std_dose,,0.28397532451013874,0.32731872342479773,1.1526308632252713,0.459430570451135,3.176109348614831,3.073078430308288
